Sales Person,Country,Product,Date,Amount,Boxes Shipped
Barr Faughny,USA,50% Dark Bites,12/19/2028,15372.94,124
Dennison Crosswaite,New Zealand,Mint Chip Choco,12/20/2028,7121.02,433
Marney O'Breen,New Zealand,Smooth Sliky Salty,12/21/2028,9057.64,56
Brien Boise,Canada,Almond Choco,12/22/2028,5439.43,125
Beverie Moffet,Australia,White Choc,12/23/2028,2659.78,178
Dotty Strutley,Australia,Eclairs,12/24/2028,7897.59,3
Barr Faughny,UK,White Choc,12/25/2028,1959.22,70
Beverie Moffet,Canada,Baker's Choco Chips,12/26/2028,15305.32,91
Kelci Walkden,USA,White Choc,12/27/2028,11257.11,21
Kaine Padly,Canada,50% Dark Bites,12/28/2028,9207.09,109
Karlen McCaffrey,Canada,Organic Choco Syrup,12/29/2028,2769.94,302
Kaine Padly,UK,Peanut Butter Cubes,12/30/2028,7477.56,85
Karlen McCaffrey,USA,Milk Bars,12/31/2028,5231.54,8
Karlen McCaffrey,India,Orange Choco,1/1/2029,3745.21,161
Ches Bonnell,India,Smooth Sliky Salty,1/2/2029,8503.93,19
Wilone O'Kielt,New Zealand,Mint Chip Choco,1/3/2029,12524.30,251
Wilone O'Kielt,Australia,Fruit & Nut Bars,1/4/2029,472.27,101
Dennison Crosswaite,UK,Peanut Butter Cubes,1/5/2029,9771.87,158
Karlen McCaffrey,Australia,Almond Choco,1/6/2029,8130.06,140
Dennison Crosswaite,India,Milk Bars,1/7/2029,1624.06,96
Ches Bonnell,UK,Mint Chip Choco,1/8/2029,2984.40,214
Husein Augar,Australia,50% Dark Bites,1/9/2029,15593.50,56
Jan Morforth,India,Fruit & Nut Bars,1/10/2029,3387.76,60
Mallorie Waber,USA,85% Dark Bars,1/11/2029,2847.18,115
Mallorie Waber,USA,Eclairs,1/12/2029,7511.77,49
Dennison Crosswaite,Canada,Spicy Special Slims,1/13/2029,2711.58,216
Dennison Crosswaite,USA,Fruit & Nut Bars,1/14/2029,1673.44,314
Kelci Walkden,USA,99% Dark & Pure,1/15/2029,8853.16,261
Dotty Strutley,Canada,Raspberry Choco,1/16/2029,4722.39,258
Marney O'Breen,New Zealand,Milk Bars,1/17/2029,8408.12,318
Madelene Upcott,Australia,Choco Coated Almonds,1/18/2029,2442.36,78
Kelci Walkden,UK,Orange Choco,1/19/2029,4010.08,3
Dennison Crosswaite,Canada,Eclairs,1/20/2029,492.21,45
Karlen McCaffrey,India,Mint Chip Choco,1/21/2029,11650.88,192
Barr Faughny,New Zealand,Almond Choco,1/22/2029,6426.04,132
Mallorie Waber,Australia,85% Dark Bars,1/23/2029,2665.28,54
Ches Bonnell,Canada,Eclairs,1/24/2029,2048.58,170
Gigi Bohling,Australia,White Choc,1/25/2029,6267.19,83
Beverie Moffet,New Zealand,85% Dark Bars,1/26/2029,12886.26,21
Kaine Padly,USA,Caramel Stuffed Bars,1/27/2029,6143.64,117
Mallorie Waber,Australia,Almond Choco,1/28/2029,8273.83,130
Brien Boise,Canada,85% Dark Bars,1/29/2029,12163.59,264
Brien Boise,Australia,Drinking Coco,1/30/2029,7192.41,159
Dotty Strutley,USA,Orange Choco,1/31/2029,1452.94,112
Rafaelita Blaksland,Australia,50% Dark Bites,2/1/2029,3375.83,41
Dennison Crosswaite,India,99% Dark & Pure,2/2/2029,8328.80,327
Curtice Advani,UK,White Choc,2/3/2029,1634.54,70
Kelci Walkden,Australia,After Nines,2/4/2029,8265.41,298
Gigi Bohling,UK,Fruit & Nut Bars,2/5/2029,1448.10,92
Gunar Cockshoot,Australia,Raspberry Choco,2/6/2029,709.53,77
Curtice Advani,UK,Fruit & Nut Bars,2/7/2029,12197.19,135
Barr Faughny,Canada,50% Dark Bites,2/8/2029,10917.59,302
Curtice Advani,USA,Spicy Special Slims,2/9/2029,1679.89,287
Brien Boise,India,Almond Choco,2/10/2029,2303.17,225
Oby Sorrel,New Zealand,Smooth Sliky Salty,2/11/2029,9261.26,65
Jan Morforth,India,85% Dark Bars,2/12/2029,5252.80,415
Marney O'Breen,India,Fruit & Nut Bars,2/13/2029,5385.55,161
Andria Kimpton,New Zealand,50% Dark Bites,2/14/2029,3741.19,222
Gunar Cockshoot,Canada,Raspberry Choco,2/15/2029,2223.49,127
Kelci Walkden,USA,Drinking Coco,2/16/2029,7720.37,156
Van Tuxwell,Canada,White Choc,2/17/2029,468.09,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2/18/2029,3083.39,55
Van Tuxwell,Australia,Caramel Stuffed Bars,2/19/2029,6898.94,58
Ches Bonnell,New Zealand,Peanut Butter Cubes,2/20/2029,1036.05,291
Kelci Walkden,Canada,Milk Bars,2/21/2029,17518.04,28
Dennison Crosswaite,Canada,Choco Coated Almonds,2/22/2029,11691.86,128
Curtice Advani,Australia,Almond Choco,2/23/2029,3136.53,74
Madelene Upcott,Australia,85% Dark Bars,2/24/2029,1677.71,325
Gigi Bohling,UK,50% Dark Bites,2/25/2029,8937.37,66
Ches Bonnell,UK,Manuka Honey Choco,2/26/2029,4761.38,406
Gigi Bohling,UK,70% Dark Bites,2/27/2029,942.02,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,2/28/2029,6623.03,39
Marney O'Breen,India,Eclairs,3/1/2029,4067.36,94
Curtice Advani,Canada,Fruit & Nut Bars,3/2/2029,4712.55,211
Kaine Padly,UK,Smooth Sliky Salty,3/3/2029,9571.30,594
Karlen McCaffrey,Canada,Spicy Special Slims,3/4/2029,6779.99,46
Kelci Walkden,USA,Organic Choco Syrup,3/5/2029,10772.46,150
Curtice Advani,India,Spicy Special Slims,3/6/2029,189.34,140
Roddy Speechley,India,After Nines,3/7/2029,3015.47,115
Camilla Castle,Australia,Caramel Stuffed Bars,3/8/2029,3538.27,16
Curtice Advani,Australia,99% Dark & Pure,3/9/2029,5196.97,87
Mallorie Waber,UK,50% Dark Bites,3/10/2029,6654.14,102
Ches Bonnell,Canada,Baker's Choco Chips,3/11/2029,8639.19,402
Van Tuxwell,UK,Drinking Coco,3/12/2029,6397.05,136
Gunar Cockshoot,Canada,Fruit & Nut Bars,3/13/2029,14596.37,196
Gunar Cockshoot,New Zealand,Spicy Special Slims,3/14/2029,7712.91,192
Gunar Cockshoot,Australia,Drinking Coco,3/15/2029,2456.77,188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,3/16/2029,1435.27,138
Dennison Crosswaite,New Zealand,Drinking Coco,3/17/2029,4324.48,202
Jehu Rudeforth,India,99% Dark & Pure,3/18/2029,2207.76,247
Dotty Strutley,Australia,Mint Chip Choco,3/19/2029,7571.51,26
Roddy Speechley,Australia,Mint Chip Choco,3/20/2029,7189.76,262
Madelene Upcott,New Zealand,Raspberry Choco,3/21/2029,10858.21,451
Dotty Strutley,New Zealand,Choco Coated Almonds,3/22/2029,6524.65,369
Roddy Speechley,New Zealand,50% Dark Bites,3/23/2029,4624.45,212
Rafaelita Blaksland,India,Smooth Sliky Salty,3/24/2029,1961.82,80
Husein Augar,UK,White Choc,3/25/2029,12782.63,158
Roddy Speechley,Australia,Almond Choco,3/26/2029,4928.30,71
Van Tuxwell,USA,Caramel Stuffed Bars,3/27/2029,1115.84,22
Camilla Castle,Australia,99% Dark & Pure,3/28/2029,5346.62,109
Kaine Padly,India,Milk Bars,3/29/2029,3168.11,93
Ches Bonnell,Australia,Smooth Sliky Salty,3/30/2029,9007.92,52
Mallorie Waber,USA,Almond Choco,3/31/2029,7400.07,383
Kaine Padly,Canada,99% Dark & Pure,4/1/2029,1420.22,422
Oby Sorrel,UK,After Nines,4/2/2029,2555.95,109
Gunar Cockshoot,UK,Eclairs,4/3/2029,4059.65,175
Dotty Strutley,USA,Caramel Stuffed Bars,4/4/2029,18581.37,83
Jan Morforth,India,Peanut Butter Cubes,4/5/2029,8813.58,182
Husein Augar,Australia,Eclairs,4/6/2029,7914.74,31
Beverie Moffet,USA,Smooth Sliky Salty,4/7/2029,2787.72,342
Camilla Castle,Australia,Manuka Honey Choco,4/8/2029,681.71,170
Oby Sorrel,Australia,Almond Choco,4/9/2029,6827.53,241
Jan Morforth,USA,Orange Choco,4/10/2029,1082.00,158
Gigi Bohling,USA,Fruit & Nut Bars,4/11/2029,2966.98,121
Mallorie Waber,UK,Milk Bars,4/12/2029,3951.74,287
Curtice Advani,USA,Raspberry Choco,4/13/2029,3151.23,144
Marney O'Breen,Canada,Milk Bars,4/14/2029,2672.67,317
Brien Boise,India,Caramel Stuffed Bars,4/15/2029,1742.37,106
Gunar Cockshoot,USA,Eclairs,4/16/2029,7301.31,42
Roddy Speechley,USA,Fruit & Nut Bars,4/17/2029,6322.14,26
Gunar Cockshoot,India,50% Dark Bites,4/18/2029,13731.44,82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,4/19/2029,4051.88,253
Kaine Padly,UK,Manuka Honey Choco,4/20/2029,8474.69,115
Van Tuxwell,Canada,Manuka Honey Choco,4/21/2029,9426.56,49
Wilone O'Kielt,New Zealand,Almond Choco,4/22/2029,9770.28,154
Oby Sorrel,New Zealand,Baker's Choco Chips,4/23/2029,14234.61,45
Dennison Crosswaite,Australia,Organic Choco Syrup,4/24/2029,6885.01,40
Marney O'Breen,Australia,Spicy Special Slims,4/25/2029,14687.62,293
Beverie Moffet,Canada,Smooth Sliky Salty,4/26/2029,16585.43,388
Brien Boise,USA,Organic Choco Syrup,4/27/2029,17415.67,148
Roddy Speechley,New Zealand,Baker's Choco Chips,4/28/2029,5954.47,236
Van Tuxwell,UK,85% Dark Bars,4/29/2029,4179.91,140
Marney O'Breen,Canada,Spicy Special Slims,4/30/2029,3939.95,365
Rafaelita Blaksland,New Zealand,70% Dark Bites,5/1/2029,791.19,280
Beverie Moffet,USA,50% Dark Bites,5/2/2029,2941.65,360
Brien Boise,USA,Mint Chip Choco,5/3/2029,12476.68,162
Karlen McCaffrey,New Zealand,Eclairs,5/4/2029,2817.14,191
Barr Faughny,India,Drinking Coco,5/5/2029,2411.52,144
Marney O'Breen,UK,Orange Choco,5/6/2029,13072.74,11
Brien Boise,New Zealand,Baker's Choco Chips,5/7/2029,6790.41,26
Ches Bonnell,Canada,Spicy Special Slims,5/8/2029,6092.47,201
Brien Boise,USA,Orange Choco,5/9/2029,7185.50,152
Kaine Padly,India,Spicy Special Slims,5/10/2029,6170.80,138
Mallorie Waber,USA,50% Dark Bites,5/11/2029,1945.05,14
Mallorie Waber,UK,Mint Chip Choco,5/12/2029,6767.42,2
Beverie Moffet,India,Choco Coated Almonds,5/13/2029,3911.69,254
Madelene Upcott,UK,Smooth Sliky Salty,5/14/2029,16733.76,88
Gigi Bohling,India,Eclairs,5/15/2029,3916.92,74
Rafaelita Blaksland,Australia,Organic Choco Syrup,5/16/2029,1082.69,106
Oby Sorrel,New Zealand,White Choc,5/17/2029,4822.33,42
Andria Kimpton,UK,Drinking Coco,5/18/2029,1827.45,66
Kelci Walkden,India,Milk Bars,5/19/2029,1142.41,111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,5/20/2029,6290.89,232
Andria Kimpton,New Zealand,Organic Choco Syrup,5/21/2029,5616.01,43
Barr Faughny,New Zealand,After Nines,5/22/2029,11250.69,91
Beverie Moffet,UK,Almond Choco,5/23/2029,2799.42,104
Oby Sorrel,Australia,Raspberry Choco,5/24/2029,1157.88,114
Dennison Crosswaite,USA,Raspberry Choco,5/25/2029,7049.32,273
Roddy Speechley,Canada,Orange Choco,5/26/2029,9460.50,84
Mallorie Waber,Canada,Orange Choco,5/27/2029,4173.73,175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,5/28/2029,4005.08,150
Mallorie Waber,India,Drinking Coco,5/29/2029,4650.58,143
Ches Bonnell,UK,White Choc,5/30/2029,3814.56,220
Ches Bonnell,USA,White Choc,5/31/2029,6321.35,325
Dennison Crosswaite,New Zealand,Orange Choco,6/1/2029,5245.53,144
Dotty Strutley,India,White Choc,6/2/2029,12998.67,317
Gigi Bohling,India,Manuka Honey Choco,6/3/2029,5932.12,79
Van Tuxwell,India,Spicy Special Slims,6/4/2029,6811.55,4
Jan Morforth,New Zealand,Mint Chip Choco,6/5/2029,21381.14,311
Dotty Strutley,New Zealand,White Choc,6/6/2029,8423.36,63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,6/7/2029,7951.43,109
Kaine Padly,USA,Milk Bars,6/8/2029,18389.10,62
Brien Boise,India,After Nines,6/9/2029,6555.46,45
Oby Sorrel,New Zealand,Raspberry Choco,6/10/2029,5129.71,270
Dennison Crosswaite,USA,Drinking Coco,6/11/2029,2399.02,149
Oby Sorrel,India,Eclairs,6/12/2029,6096.53,344
Ches Bonnell,New Zealand,Organic Choco Syrup,6/13/2029,8134.67,83
Gigi Bohling,UK,Baker's Choco Chips,6/14/2029,9969.65,449
Jan Morforth,Australia,50% Dark Bites,6/15/2029,3894.16,173
Beverie Moffet,Australia,Smooth Sliky Salty,6/16/2029,11533.35,491
Ches Bonnell,USA,Organic Choco Syrup,6/17/2029,8754.31,14
Brien Boise,Canada,Mint Chip Choco,6/18/2029,5475.65,194
Kaine Padly,UK,Orange Choco,6/19/2029,2252.94,196
Karlen McCaffrey,Australia,70% Dark Bites,6/20/2029,278.78,332
Gunar Cockshoot,Canada,Mint Chip Choco,6/21/2029,8936.91,442
Roddy Speechley,USA,Peanut Butter Cubes,6/22/2029,2010.22,144
Curtice Advani,Canada,Smooth Sliky Salty,6/23/2029,2901.91,12
Oby Sorrel,Australia,Milk Bars,6/24/2029,9231.31,278
Camilla Castle,New Zealand,Spicy Special Slims,6/25/2029,12744.67,26
Gigi Bohling,UK,Milk Bars,6/26/2029,1436.97,248
Andria Kimpton,Australia,85% Dark Bars,6/27/2029,4900.32,254
Camilla Castle,Australia,Smooth Sliky Salty,6/28/2029,8263.11,129
Roddy Speechley,India,Caramel Stuffed Bars,6/29/2029,10139.68,552
Karlen McCaffrey,USA,Drinking Coco,6/30/2029,132.68,243
Andria Kimpton,Canada,Organic Choco Syrup,7/1/2029,9479.63,217
Jehu Rudeforth,Australia,Drinking Coco,7/2/2029,3114.84,65
Karlen McCaffrey,USA,Mint Chip Choco,7/3/2029,17866.48,58
Curtice Advani,New Zealand,Spicy Special Slims,7/4/2029,4651.03,494
Madelene Upcott,USA,White Choc,7/5/2029,14360.42,218
Andria Kimpton,USA,Spicy Special Slims,7/6/2029,2595.52,5
Barr Faughny,New Zealand,Fruit & Nut Bars,7/7/2029,1853.03,153
Oby Sorrel,Canada,Organic Choco Syrup,7/8/2029,1392.99,70
Madelene Upcott,UK,Organic Choco Syrup,7/9/2029,7943.17,174
Dotty Strutley,USA,Mint Chip Choco,7/10/2029,5552.79,272
Kelci Walkden,USA,Orange Choco,7/11/2029,1539.14,143
Gigi Bohling,Australia,Caramel Stuffed Bars,7/12/2029,9117.77,154
Mallorie Waber,India,50% Dark Bites,7/13/2029,631.02,140
Van Tuxwell,New Zealand,Mint Chip Choco,7/14/2029,4486.37,104
Van Tuxwell,India,50% Dark Bites,7/15/2029,5591.29,132
Van Tuxwell,USA,Manuka Honey Choco,7/16/2029,2662.54,102
Wilone O'Kielt,USA,Orange Choco,7/17/2029,7481.93,38
Barr Faughny,New Zealand,Eclairs,7/18/2029,7418.41,31
Gigi Bohling,USA,After Nines,7/19/2029,1969.06,235
Barr Faughny,New Zealand,Mint Chip Choco,7/20/2029,7197.75,159
Dennison Crosswaite,Canada,85% Dark Bars,7/21/2029,11719.06,87
Beverie Moffet,New Zealand,Smooth Sliky Salty,7/22/2029,2755.14,63
Husein Augar,USA,White Choc,7/23/2029,2438.56,61
Andria Kimpton,Australia,Peanut Butter Cubes,7/24/2029,7661.86,144
Dennison Crosswaite,India,85% Dark Bars,7/25/2029,4886.15,23
Curtice Advani,UK,50% Dark Bites,7/26/2029,3572.26,156
Gunar Cockshoot,USA,Fruit & Nut Bars,7/27/2029,6937.75,94
Oby Sorrel,Canada,Raspberry Choco,7/28/2029,1941.25,221
Gigi Bohling,UK,Drinking Coco,7/29/2029,6173.15,46
Kelci Walkden,India,Mint Chip Choco,7/30/2029,3105.45,116
Karlen McCaffrey,Canada,Peanut Butter Cubes,7/31/2029,3691.60,154
Barr Faughny,UK,Mint Chip Choco,8/1/2029,3950.65,324
Barr Faughny,USA,85% Dark Bars,8/2/2029,13497.17,49
Husein Augar,Canada,Eclairs,8/3/2029,4389.23,241
Jan Morforth,Australia,70% Dark Bites,8/4/2029,6310.98,366
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/5/2029,9693.37,4
Ches Bonnell,UK,Peanut Butter Cubes,8/6/2029,2348.20,266
Kaine Padly,USA,Organic Choco Syrup,8/7/2029,2518.50,24
Camilla Castle,USA,Raspberry Choco,8/8/2029,3516.72,17
Brien Boise,New Zealand,Manuka Honey Choco,8/9/2029,16807.37,44
Jehu Rudeforth,New Zealand,After Nines,8/10/2029,1736.59,70
Jehu Rudeforth,USA,Smooth Sliky Salty,8/11/2029,7900.11,168
Madelene Upcott,India,Mint Chip Choco,8/12/2029,4016.89,71
Jehu Rudeforth,India,Eclairs,8/13/2029,9642.62,140
Karlen McCaffrey,Canada,Raspberry Choco,8/14/2029,773.70,217
Kaine Padly,Australia,70% Dark Bites,8/15/2029,7852.03,240
Roddy Speechley,UK,70% Dark Bites,8/16/2029,1649.57,293
Rafaelita Blaksland,USA,Drinking Coco,8/17/2029,9333.45,78
Mallorie Waber,Canada,Manuka Honey Choco,8/18/2029,1540.11,117
Kaine Padly,Australia,Fruit & Nut Bars,8/19/2029,7840.94,82
Oby Sorrel,New Zealand,Organic Choco Syrup,8/20/2029,17102.97,267
Madelene Upcott,UK,99% Dark & Pure,8/21/2029,11496.42,49
Madelene Upcott,Australia,Mint Chip Choco,8/22/2029,3072.89,166
Curtice Advani,Canada,99% Dark & Pure,8/23/2029,14990.79,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/24/2029,3170.18,49
Karlen McCaffrey,Australia,After Nines,8/25/2029,2528.14,67
Marney O'Breen,UK,99% Dark & Pure,8/26/2029,8551.60,208
Gunar Cockshoot,Australia,50% Dark Bites,8/27/2029,13072.95,119
Marney O'Breen,Australia,Choco Coated Almonds,8/28/2029,11987.26,41
Kelci Walkden,New Zealand,Drinking Coco,8/29/2029,18385.44,116
Beverie Moffet,USA,85% Dark Bars,8/30/2029,14028.40,344
Roddy Speechley,USA,Eclairs,8/31/2029,4812.71,169
Dennison Crosswaite,UK,Milk Bars,9/1/2029,11963.91,446
Wilone O'Kielt,UK,Organic Choco Syrup,9/2/2029,5574.83,52
Madelene Upcott,USA,Orange Choco,9/3/2029,9205.15,144
Gunar Cockshoot,India,Smooth Sliky Salty,9/4/2029,4133.74,69
Marney O'Breen,New Zealand,85% Dark Bars,9/5/2029,1312.23,164
Marney O'Breen,UK,Manuka Honey Choco,9/6/2029,11735.75,185
Brien Boise,USA,99% Dark & Pure,9/7/2029,7650.76,358
Beverie Moffet,New Zealand,Mint Chip Choco,9/8/2029,4994.93,98
Dennison Crosswaite,USA,Milk Bars,9/9/2029,890.78,62
Gunar Cockshoot,USA,Drinking Coco,9/10/2029,4142.16,5
Brien Boise,Canada,Manuka Honey Choco,9/11/2029,7308.24,178
Van Tuxwell,India,Choco Coated Almonds,9/12/2029,6833.86,115
Andria Kimpton,USA,Caramel Stuffed Bars,9/13/2029,8878.27,47
Dotty Strutley,USA,99% Dark & Pure,9/14/2029,4134.93,307
Camilla Castle,Australia,Raspberry Choco,9/15/2029,6641.89,188
Gunar Cockshoot,India,Spicy Special Slims,9/16/2029,7117.30,174
Karlen McCaffrey,USA,Manuka Honey Choco,9/17/2029,11815.59,68
Camilla Castle,USA,50% Dark Bites,9/18/2029,6962.79,303
Madelene Upcott,UK,Choco Coated Almonds,9/19/2029,11786.42,147
Jan Morforth,Canada,Mint Chip Choco,9/20/2029,1200.19,224
Camilla Castle,Canada,70% Dark Bites,9/21/2029,10791.08,166
Ches Bonnell,India,Peanut Butter Cubes,9/22/2029,26170.95,224
Jan Morforth,India,Choco Coated Almonds,9/23/2029,2987.81,136
Gigi Bohling,Canada,Almond Choco,9/24/2029,11705.99,47
Rafaelita Blaksland,India,After Nines,9/25/2029,5256.03,201
Kelci Walkden,Australia,99% Dark & Pure,9/26/2029,3794.10,36
Dotty Strutley,Australia,Spicy Special Slims,9/27/2029,9655.30,97
Brien Boise,USA,Milk Bars,9/28/2029,16001.54,133
Mallorie Waber,New Zealand,Mint Chip Choco,9/29/2029,1386.10,104
Beverie Moffet,UK,99% Dark & Pure,9/30/2029,3821.76,122
Beverie Moffet,USA,Peanut Butter Cubes,10/1/2029,15722.43,351
Brien Boise,New Zealand,White Choc,10/2/2029,6287.25,340
Marney O'Breen,USA,Baker's Choco Chips,10/3/2029,9831.97,9
Kelci Walkden,USA,Spicy Special Slims,10/4/2029,90.36,73
Mallorie Waber,Canada,White Choc,10/5/2029,3799.50,71
Kaine Padly,Australia,Almond Choco,10/6/2029,4674.20,422
Oby Sorrel,USA,Smooth Sliky Salty,10/7/2029,4011.83,169
Dennison Crosswaite,India,Smooth Sliky Salty,10/8/2029,3429.85,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,10/9/2029,4920.68,380
Jan Morforth,Canada,Caramel Stuffed Bars,10/10/2029,10049.72,118
Oby Sorrel,USA,Baker's Choco Chips,10/11/2029,8485.10,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,10/12/2029,6030.31,351
Kelci Walkden,Australia,Orange Choco,10/13/2029,13331.77,443
Marney O'Breen,Australia,Manuka Honey Choco,10/14/2029,15245.95,233
Kaine Padly,Canada,Manuka Honey Choco,10/15/2029,11618.55,133
Jehu Rudeforth,UK,Baker's Choco Chips,10/16/2029,2629.59,98
Kelci Walkden,Australia,White Choc,10/17/2029,10089.49,168
Curtice Advani,India,85% Dark Bars,10/18/2029,308.24,402
Kaine Padly,USA,Eclairs,10/19/2029,7978.76,10
Gunar Cockshoot,UK,99% Dark & Pure,10/20/2029,8.16,84
Beverie Moffet,UK,Choco Coated Almonds,10/21/2029,3303.13,73
Dotty Strutley,Canada,Manuka Honey Choco,10/22/2029,13959.74,113
Kaine Padly,Australia,Milk Bars,10/23/2029,4251.42,91
Jan Morforth,Canada,Fruit & Nut Bars,10/24/2029,9885.53,217
Jan Morforth,India,Smooth Sliky Salty,10/25/2029,12864.47,93
Rafaelita Blaksland,Australia,Manuka Honey Choco,10/26/2029,5245.60,144
Jehu Rudeforth,UK,Milk Bars,10/27/2029,14345.50,219
Husein Augar,Canada,After Nines,10/28/2029,11462.19,288
Roddy Speechley,USA,50% Dark Bites,10/29/2029,11667.94,306
Van Tuxwell,India,Almond Choco,10/30/2029,7455.17,383
Kelci Walkden,USA,50% Dark Bites,10/31/2029,7203.64,234
Madelene Upcott,Canada,85% Dark Bars,11/1/2029,8081.58,105
Dennison Crosswaite,Canada,Smooth Sliky Salty,11/2/2029,2055.40,485
Mallorie Waber,Australia,Spicy Special Slims,11/3/2029,6476.09,304
Ches Bonnell,Canada,Choco Coated Almonds,11/4/2029,17490.08,289
Gigi Bohling,Canada,Spicy Special Slims,11/5/2029,13644.00,281
Roddy Speechley,New Zealand,Almond Choco,11/6/2029,2930.46,70
Curtice Advani,India,Smooth Sliky Salty,11/7/2029,22717.09,143
Ches Bonnell,New Zealand,Mint Chip Choco,11/8/2029,9471.72,248
Van Tuxwell,New Zealand,Fruit & Nut Bars,11/9/2029,3400.47,92
Andria Kimpton,New Zealand,Mint Chip Choco,11/10/2029,10696.21,201
Andria Kimpton,UK,Milk Bars,11/11/2029,17101.67,307
Camilla Castle,USA,Manuka Honey Choco,11/12/2029,18936.88,180
Gunar Cockshoot,New Zealand,Almond Choco,11/13/2029,6015.37,136
Brien Boise,India,Raspberry Choco,11/14/2029,7623.58,162
Jehu Rudeforth,USA,99% Dark & Pure,11/15/2029,2996.83,227
Beverie Moffet,Australia,Fruit & Nut Bars,11/16/2029,1718.97,260
Gigi Bohling,Canada,Milk Bars,11/17/2029,3523.33,114
Dotty Strutley,India,Spicy Special Slims,11/18/2029,1092.36,209
Gunar Cockshoot,USA,Organic Choco Syrup,11/19/2029,2495.71,310
Kelci Walkden,Australia,Raspberry Choco,11/20/2029,813.41,58
Jehu Rudeforth,India,Baker's Choco Chips,11/21/2029,2489.06,81
Karlen McCaffrey,New Zealand,Baker's Choco Chips,11/22/2029,5701.35,201
Wilone O'Kielt,USA,50% Dark Bites,11/23/2029,5084.32,126
Andria Kimpton,India,50% Dark Bites,11/24/2029,15789.48,16
Madelene Upcott,USA,Baker's Choco Chips,11/25/2029,6541.75,141
Jehu Rudeforth,Australia,99% Dark & Pure,11/26/2029,11409.11,217
Jan Morforth,Australia,Mint Chip Choco,11/27/2029,19258.41,99
Oby Sorrel,New Zealand,Milk Bars,11/28/2029,5074.86,201
Brien Boise,UK,Almond Choco,11/29/2029,115.90,120
Kelci Walkden,India,Smooth Sliky Salty,11/30/2029,2797.19,9
Rafaelita Blaksland,UK,Eclairs,12/1/2029,1608.04,75
Gigi Bohling,USA,Smooth Sliky Salty,12/2/2029,2960.99,133
Curtice Advani,New Zealand,Mint Chip Choco,12/3/2029,3703.51,260
Curtice Advani,USA,Mint Chip Choco,12/4/2029,5679.57,285
Madelene Upcott,New Zealand,Fruit & Nut Bars,12/5/2029,6764.17,20
Karlen McCaffrey,India,85% Dark Bars,12/6/2029,1108.85,87
Ches Bonnell,Australia,Caramel Stuffed Bars,12/7/2029,9477.32,160
Kelci Walkden,USA,Fruit & Nut Bars,12/8/2029,5301.93,155
Kelci Walkden,Canada,Peanut Butter Cubes,12/9/2029,8041.25,43
Gigi Bohling,Canada,Drinking Coco,12/10/2029,3716.17,89
Husein Augar,India,Fruit & Nut Bars,12/11/2029,4591.77,222
Jan Morforth,New Zealand,Organic Choco Syrup,12/12/2029,1928.33,217
Gigi Bohling,New Zealand,Raspberry Choco,12/13/2029,1225.12,186
Dennison Crosswaite,Australia,Milk Bars,12/14/2029,11326.55,296
Ches Bonnell,UK,Caramel Stuffed Bars,12/15/2029,3063.08,301
Van Tuxwell,USA,Fruit & Nut Bars,12/16/2029,7093.33,233
Andria Kimpton,Canada,Eclairs,12/17/2029,337.37,120
Madelene Upcott,India,Choco Coated Almonds,12/18/2029,3764.59,158
Kelci Walkden,New Zealand,Spicy Special Slims,12/19/2029,695.32,68
Roddy Speechley,Australia,Drinking Coco,12/20/2029,14609.99,111
Wilone O'Kielt,USA,Milk Bars,12/21/2029,5298.68,96
Andria Kimpton,India,Organic Choco Syrup,12/22/2029,4552.30,132
Madelene Upcott,UK,Fruit & Nut Bars,12/23/2029,9099.26,199
Curtice Advani,Australia,50% Dark Bites,12/24/2029,603.97,239
Brien Boise,Canada,Raspberry Choco,12/25/2029,3172.23,46
Gunar Cockshoot,India,Mint Chip Choco,12/26/2029,4737.32,74
Dennison Crosswaite,India,Mint Chip Choco,12/27/2029,15201.56,142
Barr Faughny,India,Caramel Stuffed Bars,12/28/2029,7912.62,106
Brien Boise,India,Milk Bars,12/29/2029,14190.78,269
Beverie Moffet,UK,Spicy Special Slims,12/30/2029,9327.08,259
Barr Faughny,USA,Almond Choco,12/31/2029,434.42,83
Van Tuxwell,Canada,Raspberry Choco,1/1/2030,1497.58,132
Wilone O'Kielt,Australia,Baker's Choco Chips,1/2/2030,3124.74,155
Brien Boise,Australia,Milk Bars,1/3/2030,2356.21,54
Husein Augar,Australia,Fruit & Nut Bars,1/4/2030,8548.00,55
Madelene Upcott,Australia,Organic Choco Syrup,1/5/2030,12094.34,52
Van Tuxwell,India,White Choc,1/6/2030,2119.42,46
Gunar Cockshoot,Canada,After Nines,1/7/2030,3038.32,220
Jan Morforth,USA,Fruit & Nut Bars,1/8/2030,5187.72,382
Jan Morforth,Canada,After Nines,1/9/2030,5384.52,180
